customer_text,draft_reply,method,top_similarity,judge_faithfulness,judge_relevance,judge_tone,judge_overall,judge_rationale,judge_judge
Reputation still not available on spotify ph,"You're welcome. Don't worry, we’ll have it available to you as soon as it’s available to us! For now, check out the singles: Give us a shout if you need anything else /DN",offline_extractive_top1,0.4097680198290277,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.03, next_step=True",heuristic
can you please explain to me why High School Musical 2 is not on spotify????!,Hey Katie! We’ll have it available to you as soon as it’s available to us. More info about Spotify content here: /CH,offline_extractive_top1,0.3607474084539878,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.15, next_step=False",heuristic
hey please sort the licensing for this record ta,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.17121850771584135,4,4,5,4,"heuristic: faith_overlap=0.34, rel_overlap=0.14, next_step=True",heuristic
their song “these girls” in Spotify is f-ed up! Is there anything u can do to fix it? It’s fin on Apple Music but not on Spotify,"We're doing our best! But sometimes agreements are ongoing, or can't be reached with the content provider /MX",offline_extractive_top1,0.3393278420415483,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=False",heuristic
Natural is missing from s club 7 discography on Spotify 😔,"Hey Victoria, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: /VK",offline_extractive_top1,0.31963464424266824,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.11, next_step=False",heuristic
Why is it not on spotify? #reputation,Hi there! Is this the artist you're looking for: /NQ,offline_extractive_top1,0.5834672962672454,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=False",heuristic
why tf is got7 not on spotify,Hey Alec! That's not cool. Could you send us a DM with your account's email address? We'll take a look backstage /QI,offline_extractive_top1,0.5119038219242901,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.05, next_step=True",heuristic
I was in middle of securing my account on Spotify Help Chat online and the tab got closed. What should I do?,"Thanks for letting us know! If you ever need anything else, just shout and we'll come running 🏃 /DQ",offline_extractive_top1,0.255058215353341,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=False",heuristic
"Hi. Can you guys check the music missed on INNA's album ""Party Never Ends""? I think 2 songs are missing from this album, ""Boom Boom"" and ""Energy""",We’ll have it available to you as soon as it’s available to us! /QI,offline_extractive_top1,0.23824846346945916,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=False",heuristic
Rlly sad that Chum Drum Bedrum isn't on Spotify :(((( pls change this,"Hey Victoria, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: /VK",offline_extractive_top1,0.2701749660610147,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.16, next_step=False",heuristic
why is reputation still not available on spotify what about ur broke fans tay this is unfair,"Taylor Swift's 'Reputation' isn't available to stream just yet, but stay tuned! For now, check out the singles: /RR",offline_extractive_top1,0.3054478738070004,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.05, next_step=True",heuristic
literally why is Decode not on spotify. I’m mad,Hi there! Is this the artist you're looking for: /NQ,offline_extractive_top1,0.43328697785430115,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=False",heuristic
demo_02 isnt on spotify yet wtf is this mistreatment,Hey there! Can you DM us your account's email address? We'll check things backstage and see what we can suggest /RI,offline_extractive_top1,0.4589904770943649,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
Taylor's album still isn't on Spotify yet UHM WHY ??????????????????????!!?????????????????????????,"Fingers crossed we'll be able to have it to you soon, but there's info about Spotify content here: /KM",offline_extractive_top1,0.33553364608424824,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=True",heuristic
Why is Clubmix 2007 not on Spotify? I want to pretend I’m 19 again 😂,Hi there! Is this the artist you're looking for: /NQ,offline_extractive_top1,0.38426708563175593,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=False",heuristic
get on. His sounds are what’s missing from my playlists 🔥🔥🔥🔥🔥🔥,Hey Mick! Our Curation team are independent so there's no formal submission process. Check out to help you gain visibility /JP,offline_extractive_top1,0.22010796453341483,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.05, next_step=True",heuristic
"Thanks - my problem on that point is I only listen offline on one device, why can’t I save 9,999 songs then? I would assume that is a licensing issue that you can’t change. My downloads only work when I’m in the app, I can’t minimise the app and it carrys on very frustrating....","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.15020770147765752,5,5,5,5,"heuristic: faith_overlap=0.66, rel_overlap=0.28, next_step=True",heuristic
Why is King Crimson not on Spotify come on man,Hi there! Is this the artist you're looking for: /NQ,offline_extractive_top1,0.34487779000809626,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=False",heuristic
why is reputation still not on spotify it's been two weeks,Hi there! Is this the artist you're looking for: /NQ,offline_extractive_top1,0.35407356605475704,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=False",heuristic
Why is speed gang still not on Spotify 😒 get your shit together,"Hey, this doesn't sound good. Just to check, are you getting any error messages? A screenshot of it will be handy. We'll check it out /NY",offline_extractive_top1,0.43294376522911937,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
why are all of Bring Me The Horizon's songs prior to 2008 not on Spotify? with an addition to Chasing Rainbows off Sempiternal,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.18612150698094798,4,3,5,4,"heuristic: faith_overlap=0.24, rel_overlap=0.07, next_step=True",heuristic
"OK, . Why isn’t Mavis Staples’ Christmas Vacation not on Spotify. Year after year I’m waiting for that addition.",Hey! We’ll have it available to you as soon as it’s available to us: /RA,offline_extractive_top1,0.2323283359203248,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
"Faster Kill Pussycat isn't on Spotify, FIX THIS .","Hey there! We’d love to have all of their stuff available, but we have some info about content here: /AC",offline_extractive_top1,0.3103545005708416,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
"Why is twice's kr songs not available on spotify, only the jp ones",Hey there! We're launching in new countries as often as possible. Be sure to add your email at /GK,offline_extractive_top1,0.23117094326165644,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
"I went on Spotify to listen to #reputation but it's not there, so I guess I'll listen to 's new album AGAIN","Hi. Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /BP",offline_extractive_top1,0.37433897308258096,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.05, next_step=True",heuristic
"hyuna's A+ isn't on spotify, can you tell me WHY",Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /NQ,offline_extractive_top1,0.37942183499967236,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
"I've voted for that, and this one too: But that suggestion is over 5yr old. What's so hard? You already label as 'E'","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1586068754474329,5,4,5,5,"heuristic: faith_overlap=0.52, rel_overlap=0.17, next_step=True",heuristic
either tell me how to do this or a feature request. Hard press on pause to have playback stop at the end of the current song?,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.21355458821371873,5,4,5,5,"heuristic: faith_overlap=0.45, rel_overlap=0.14, next_step=True",heuristic
"Would be great if I could recover my account, but y’all gave up. #customerservicesucks","Hi there! Are you missing your downloaded tracks, or are you not seeing your saved songs? We'll see what we can suggest /NH",offline_extractive_top1,0.3616323595542817,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
Could you please add a “Sort by release-date” button for playlists?,Hi Cory! Lyrics is currently unavailable as we're making some big improvements to the feature. More info at Let us know if you have any other questions /LM,offline_extractive_top1,0.23334752182557117,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.04, next_step=True",heuristic
Hay why Princess Leia's theme isn't in the best of star wars playlist but you have Jabba Flow and not one but two of the Cantina Band songs. Please add Leia's Theme it's such a great SW/John Williams song.,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1383544848941481,4,4,5,4,"heuristic: faith_overlap=0.24, rel_overlap=0.14, next_step=True",heuristic
please add Nujabes to the library,"Hey! We’d love to have all of his stuff available, but we have some info about content here: /NQ",offline_extractive_top1,0.5703388076492715,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=False",heuristic
please add Every Little Thing to the Hot Country playlist. Not having 's song on there really upsets me,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.20160848375545742,4,3,5,4,"heuristic: faith_overlap=0.34, rel_overlap=0.07, next_step=True",heuristic
"Hey , new feature request: allow users to set a target song tempo on radio or select to play songs of similar tempo to one they’re listening to!","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.14811517226568865,5,3,5,4,"heuristic: faith_overlap=0.45, rel_overlap=0.10, next_step=True",heuristic
please add “we made it” by drake ❤️,"We got you. We're working on it, and we hope to have it again soon 🤘 /CO",offline_extractive_top1,0.26927506624865877,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.14, next_step=False",heuristic
Please add Again-Bruno Mars,"Alright! Have you tried logging out on each device, restarting them, then logging back in? /JL",offline_extractive_top1,0.3340520485744637,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
please add Boom Boom to singles under Dinah Jane's listing please,We’ll have it available to you as soon as it’s available to us! /QI,offline_extractive_top1,0.6372660934060961,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=False",heuristic
plz change information? 'Rap Monster' is now known as RM- also could you add Taehyungs acting career 🧡🧡🧡,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.16467562484969575,5,3,5,4,"heuristic: faith_overlap=0.38, rel_overlap=0.07, next_step=True",heuristic
"Your app doesnt work. I try playing my playlist, but it doesn't play. It only plays suggestion song.","Thanks for giving it a go. Just to clarify, are you trying to disable the effects on both your computer and phone? /NJ",offline_extractive_top1,0.25905359160378755,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.09, next_step=False",heuristic
Someone's been hacking my spotify. I finally Rick-rolled him... but would be great if there was some punishment for Mahamed Bouchaar (GT-190601),Hey Patrick! That's a cool idea. Feel free to contribute it to our Community to build support: /T,offline_extractive_top1,0.27212069293752966,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
There are songs I come across that I wish to never ever again. Please add a blacklist option.,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.17312854736981684,5,3,5,4,"heuristic: faith_overlap=0.41, rel_overlap=0.07, next_step=True",heuristic
Please add #Lemon by N.E.R.D and to today's top hits playlist !!,"Hey! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /TB",offline_extractive_top1,0.5175258575831349,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.09, next_step=False",heuristic
hi can you please add Taemin’s flame of love album... thanks,"Hey Mari, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ",offline_extractive_top1,0.474022233619048,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=True",heuristic
"Dear can you please add a button for #discoverweekly with the functionality: ""ban any #Saxophon tune from playlist""?","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.19404002624918862,4,4,5,4,"heuristic: faith_overlap=0.34, rel_overlap=0.14, next_step=True",heuristic
here’s a suggestion - can you add a feature to allow shuffling of full albums in a playlist? (rather than shuffle songs only),"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.18938252959984073,4,3,5,4,"heuristic: faith_overlap=0.31, rel_overlap=0.10, next_step=True",heuristic
it would be great if you could add Rammsteins waidmanns heil back on Spotify.,Hey Patrick! That's a cool idea. Feel free to contribute it to our Community to build support: /T,offline_extractive_top1,0.4110923083233241,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.06, next_step=False",heuristic
Feature Request: Make it easy to separate singles from albums in new releases.,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.19155207775254557,5,3,5,4,"heuristic: faith_overlap=0.41, rel_overlap=0.07, next_step=True",heuristic
can you please add a feature to easily view song lyrics within phone app? 😀,Hi there! For information on how to update your artist image head here: We'll be here if you need us again /SP,offline_extractive_top1,0.24735426217199186,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.10, next_step=False",heuristic
Hey feature request. A button that stops Christmas songs playing before 1st December. Thanks.,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1710134407030115,5,3,5,4,"heuristic: faith_overlap=0.48, rel_overlap=0.10, next_step=True",heuristic
Basically I just wish you would update the iOS app for the iPhone X 🤗,2: There's more info here: Let us know if you need anything else /NQ,offline_extractive_top1,0.43340964753604105,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=True",heuristic
Wish you could block songs on Spotify,"Hey! It's not possible for now, but you can support this idea by adding your Kudos at We hope that helps /CB",offline_extractive_top1,0.486469791313535,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.05, next_step=False",heuristic
please add this to Guilty Pleasures presents: Heartthrobs.,Hey! We’ll have it available to you as soon as it’s available to us: /RA,offline_extractive_top1,0.4334415453510068,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=False",heuristic
"please add a ""clear cache"" feature","We hear you! To help make it happen, we recommend showing your support for the idea here: 🙂 /VK",offline_extractive_top1,0.2918842416288314,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
just a suggestion: cam you let non-premium members at least finish every song on an album before any other songs play? It's kinda annoying when i want to binge an album. :(,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1405079351039537,5,4,5,5,"heuristic: faith_overlap=0.48, rel_overlap=0.14, next_step=True",heuristic
"Please add the ""explicit"" tag to the following song spotify:track:021txSheRym293iUdf6vPZ at 50 seconds in is the F word",Hmm. Can you let us know how we can help via DM? We'll see what we can suggest /MV,offline_extractive_top1,0.2828858151103706,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
"Feature request: On your CarPlay app, please add a ""add to library"" button On your regular app, please bring Alexa integration. :)",Hey there! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /TJ,offline_extractive_top1,0.22614064158159095,5,4,5,5,"heuristic: faith_overlap=1.00, rel_overlap=0.14, next_step=True",heuristic
how do I reset my Discover Weekly? I saved a few Latino songs and now that is all that is showing up in my playlist!,"Hey Martin, let's try turning your frown upside down! Could you DM us your account's email or username? We'll take a look backstage /JE",offline_extractive_top1,0.22614157513115432,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.04, next_step=True",heuristic
why when I select a specific album to listen to most the songs are ‘recommended’ and not from the album at all ?,"Hi Emma, this sounds like a great idea! Suggest it in our Community at and get support from other users 🙂 /MG",offline_extractive_top1,0.23207636053818753,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.19, next_step=False",heuristic
I know and I've uninstalled and reinstalled Spotify twice and nothing has solved the problem,Thanks for trying them out. Does giving your phone a quick restart make any difference? /SY,offline_extractive_top1,0.47337143556931466,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
you came with it this week for my discover weekly. Not as much on the discover but went hard on that 🔥🔥🔥. Job well done.,"Sorry about that. We’d love to have all of their stuff available, but we have some info about content here: /JQ",offline_extractive_top1,0.2208181562725304,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.11, next_step=False",heuristic
"hey ! My ""New Albums and Singles"" section has not been updated today! It usually is updated every Friday. Do you know what could be the problem? I need my weekly fix of new releases!","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1681347876810404,5,4,5,5,"heuristic: faith_overlap=0.59, rel_overlap=0.24, next_step=True",heuristic
"hi help pls, every time I️ try to update my payment details for premium, it makes me register for the student discount & I’m not a student, so it gets rejected every time and then my card details aren’t saved. 😒 (also why don’t y’all have a phone support line)","Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /LP",offline_extractive_top1,0.25150838847629603,5,4,5,5,"heuristic: faith_overlap=1.00, rel_overlap=0.21, next_step=True",heuristic
How about non students !? ☹,"Hey! Right now, this offer's only available as a bundle with the student discount. We're afraid it can't be combined with other offers /NQ",offline_extractive_top1,0.2538540858270976,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
how dare you include Pentatonix in a recommended playlist for me. I will drink toilet water before I willingly listen to a cappella,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1927708949901748,5,4,5,5,"heuristic: faith_overlap=0.52, rel_overlap=0.14, next_step=True",heuristic
"Since I updated my iPhone to iOS 11.0.3, shuffle doesn’t work when I’m Bluetooth connected in my 2015 Mazda 6. Is there a fix?","Hey Clint! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll be waiting for your reply /AD",offline_extractive_top1,0.24725233910259042,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.04, next_step=True",heuristic
"I am constantly shown their power of hacking even if its just subtle enough & transparent enough to show there is a presence lurking, like randomly playing a playlist on my spotify I didnt play.. odd","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1527677123206886,4,3,5,4,"heuristic: faith_overlap=0.34, rel_overlap=0.07, next_step=True",heuristic
Hi. I don't get it. Why can't I pay P9 using Smart or Globe?,"Hi there, help's here! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",offline_extractive_top1,0.3433890011408561,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.09, next_step=True",heuristic
how do i make it so you dont put marroon 5 in my release radar is there a way to block maroon 5 from my spotify,"Hey Harvey, help's here! Just stream the Stranger Things playlist, then go to the Now Playing view and toggle the progress bar to see it /PK",offline_extractive_top1,0.34794396245587567,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.09, next_step=False",heuristic
Yep. No help.,That's great to hear! Give us a shout if you need anything else. 😍 /CO,offline_extractive_top1,0.3354134998632202,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
When I used my friends & dads account it allowed me to listen to music that wasn’t downloaded (they have premium). When I’m in the car & go to choose a song I don’t have saved/downloaded it automatically stops around 10 seconds ...,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.14366530221462648,5,4,5,5,"heuristic: faith_overlap=0.41, rel_overlap=0.14, next_step=True",heuristic
"Dear : in the new iOS beta if i remove my headphones while playing music, that music continues to play rather than pausing. Just fyi.","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.20109511546901476,5,3,5,4,"heuristic: faith_overlap=0.45, rel_overlap=0.07, next_step=True",heuristic
"hello, any news on Spotify in Russia? at least tell me you are not giving it up for good, please.","Hey Grant. Don't worry, we’re working on it as we speak. Stay tuned! /TC",offline_extractive_top1,0.25153695498293044,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.14, next_step=False",heuristic
Unable to signup to premium with PayPal. What else is good?,Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,offline_extractive_top1,0.36122663430179214,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=True",heuristic
@ spotify see u in court sweaty :),"That's great news! Yes, we suggest keeping an eye out for any issues. Fingers crossed everything will be smooth sailing from here /JM",offline_extractive_top1,0.23204814293981255,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
I've been having issues connecting to the Desktop App at work. Can you help me with this?,Hey! We just responded to your DM. We'll keep helping out there 🙂 /TY,offline_extractive_top1,0.3253926395842395,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=False",heuristic
hey I have a question.,Hey! We've just replied to your DM. Check it out. We'll continue helping there /RE,offline_extractive_top1,0.7745037148173326,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=True",heuristic
I was using spotify premium and i cancelled it a month back. I got an offer yesterday saying that i can use spotify premium free for 3 months. I subscribed to that and they charged without letting me know.,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1838382825219485,4,4,5,4,"heuristic: faith_overlap=0.28, rel_overlap=0.17, next_step=True",heuristic
"Okay why is EXID's Full Moon still not available to listen to, but Monsta X's stuff was available immediately (released on the same day as EXID)? asking the hard questions with this increase in character abilities. (ps love monsta x)","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.18822815737799456,4,3,5,4,"heuristic: faith_overlap=0.31, rel_overlap=0.10, next_step=True",heuristic
not working in samsung tv. Any known issues. Every other app is working perfect.,"Hi Bruno, thanks for bearing with us. Spotify should be working perfectly again! /CE",offline_extractive_top1,0.27140188322078973,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=False",heuristic
merhabalar ben Premium üyelik aldım velakin para çekilmesine rağmen üyeliğim tanımlanmadı yardımcı olursanız,Got it. Can you DM us your account's email address? We'll take a look backstage /MG,offline_extractive_top1,0.3003953425546141,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
Hello there how about adding #AllNight by and on Today's Top Hits playlist? It's the highest charting music release today on US itunes and holds number #6 atm! Let people hear this amazing song.,"Hey there! Rest assured your feedback's been noted and will be passed on to the right folks. Any questions, give us a shout /AN",offline_extractive_top1,0.3292723605750445,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.21, next_step=False",heuristic
What's up with your site today? It's kicking me off every two minutes. Please Send Halp.,"Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",offline_extractive_top1,0.2763776745055346,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
Is it possible to have the BBC live version of Harry Styles' Girl Crush on ? HAHA who doesn't want it? Seriously?,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.18436603312388777,5,4,5,5,"heuristic: faith_overlap=0.38, rel_overlap=0.17, next_step=True",heuristic
accidentally revoked a 3rd party app and i can’t re-gain access to it. how do i gain access to it again??,Hey! We're always testing things in order to improve Spotify. There's more info here: /AY,offline_extractive_top1,0.33107867120223494,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=True",heuristic
"time to update the app for the iPhone X. Come on now, get busy wit it!",2: There's more info here: Let us know if you need anything else /NQ,offline_extractive_top1,0.5059513373676859,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
why you fucking with my jams,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1876421158394107,5,3,5,4,"heuristic: faith_overlap=0.45, rel_overlap=0.03, next_step=True",heuristic
"My Google Cast devices are working great, that's not the problem. I want to remove an old Spotify Connect speaker. Thanks",Hey Bobby! Have you tried the troubleshooting steps here: Keep us posted /MT,offline_extractive_top1,0.2848342708624551,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.08, next_step=False",heuristic
So when is #PerfectVelvet album going to be available? Thanks.,"Taylor Swift's 'Reputation' isn't available to stream just yet, but stay tuned! For now, check out the singles: /RR",offline_extractive_top1,0.39247296204487775,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.11, next_step=True",heuristic
"iPhone 7, iOS 11.0.3 and Spotify version 8.4.22 thank you :)",Thanks! Can you send us a screenshot of the exact error message you're getting? /RA,offline_extractive_top1,0.7515301327987717,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=False",heuristic
:(( okay. thank you anyways,"No worries! If you ever need us in the future, we'll always be here to help get everything... /TI",offline_extractive_top1,0.814666758227807,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.05, next_step=False",heuristic
It’s ok i found a work around when I didn’t hear back within a few hours. Thanks anyway,"Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.21655451835512757,4,3,5,4,"heuristic: faith_overlap=0.34, rel_overlap=0.10, next_step=True",heuristic
"Thank you, I'll do just that.","Alright, we'll be right here waiting! /SY",offline_extractive_top1,0.40167341967453263,5,2,3,3,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=False",heuristic
Me too thanks pls fix,"Hey, that doesn't sound good. Can you let us know what device, operating system, and Spotify version you're using? /RK",offline_extractive_top1,0.31951340188984934,5,2,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.00, next_step=True",heuristic
thank you for clearing that up!,You're welcome! Give us a shout if you ever need us again. We'd be... /KB,offline_extractive_top1,0.502669081770287,5,3,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.07, next_step=False",heuristic
Thanks for getting back to me. A staggering 9327 at the minute...,No worries! Just give us a shout if the problem persists. We're... /TB,offline_extractive_top1,0.5664371234922974,5,4,3,4,"heuristic: faith_overlap=1.00, rel_overlap=0.15, next_step=False",heuristic
"hey guys, i want to add a playlist i made to our artist page but can't find it? Does it take a certain time to show? thanks x","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.19654029528525194,4,4,5,4,"heuristic: faith_overlap=0.34, rel_overlap=0.24, next_step=True",heuristic
"She was part of my family group but not now, I’m the owner of the account my name should be there. Thanks in advance! Hope you can help me",Hey Eric! Can you DM us your account's email address or username? We'll take a look backstage /KM,offline_extractive_top1,0.22530181424705678,5,3,5,4,"heuristic: faith_overlap=1.00, rel_overlap=0.11, next_step=True",heuristic
"I don't know who the right team is, but thanks. My hearing is not dealing at all well with this issue.","Hey! Thanks for flagging this — we want to get it right, so could you DM us the details (device, app version, and what you're seeing)? We'll take a look.",offline_low_confidence_template,0.1962389872123338,5,4,5,5,"heuristic: faith_overlap=0.52, rel_overlap=0.14, next_step=True",heuristic
