customer_tweet_id,customer_text,agent_tweet_id,agent_text,created_at
2322448,. if you recommend me the Wiz Khalifa album again I'm breaking my phone and unsubscribing,2322447,"Hey Nate, help's here! Can you DM us your account's email address? We'll check backstage /GK",Mon Nov 13 14:33:06 +0000 2017
2322415,"If I'm paying for premium, why am I still getting adverts on podcasts?!",2322414,Hey! Could you send us your account's email address or username via DM? We'll take a look backstage /AY,Mon Nov 13 14:33:47 +0000 2017
2322409,"Hi spotify. im a fan of the this is: whatever artist playlists but the lana del rey one really bugs me, because as a fan i know exactly what should be there and what order. can i please change it for yall PLEASE",2322408,"Hi Lily! It currently isn't possible to do this. Our Curation team is independent, but we’ll pass your suggestion onto them /DV",Mon Nov 13 14:34:31 +0000 2017
2322407,"Why does the setting->advanced settings->Startup and Window behaviour not save my selection I have selected NO to open at logon, but EVERY time Spotify starts and I DO NOT WANT THAT!!",2322406,"Hey there! Can you let us know the device, operating system, and app version you're using? We'll see what we can suggest /PB",Mon Nov 13 14:36:28 +0000 2017
2322391,im about to go to Apple Music if y’all don’t update the app for iPhone X... #pleaseeeee,2322390,Hey Joe! Hang in there. We’re working on it as we speak. Stay tuned /RE,Mon Nov 13 14:40:07 +0000 2017
2322387,Wonderful! Can’t wait for the update 🙌🏻,2322386,"We know you're excited. Hopefully, we'll have an update soon. In the meantime, let us know if you need help with anything else /GU",Mon Nov 13 14:40:42 +0000 2017
2342561,There is a problem can anyone help?,2342560,Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /PB,Mon Nov 13 14:43:49 +0000 2017
2342554,"'Cause for real: It's not because i have listened ONE song in a language that isn't english, portuguese ou japanese/chinese that i wanna hear other EVERY WEEK. Or another cover of Rockin' in a Free World.",2342553,Hey Henrique! Add your vote to this idea to help let our devs know it's something you'd like to see: /SY,Mon Nov 13 14:47:53 +0000 2017
2342550,"Hi , your #discoverweekly robot is having a Monday moment...Amp Static not really my scene, and I'm not sure what clues I might've given that suggested otherwise...#normallyitsbangonthemoney - help!?",2342548,"Hey Louis, we appreciate your feedback on this. Don't worry, just continue listening to the music you like. It'll just get better /GK",Mon Nov 13 14:48:55 +0000 2017
2342547,Please check DMs!,2342546,Sorry to keep you waiting! We've just replied to your DM. Let's continue chatting there /GT,Mon Nov 13 14:52:51 +0000 2017
2342543,Can we please get “I Love You Bro” and “The Rise of the Pauls” on Spotify?,2342542,"Hey! We'd love to have them on Spotify. Hopefully, we will in the future. Check this out: /CP",Mon Nov 13 15:00:01 +0000 2017
2342541,WHY IS THIS ON MY DISCOVER WEEKLY. what’s going on.,2342540,"Hey! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /GU",Mon Nov 13 15:00:06 +0000 2017
2342531,"Hi guys, I am in no way affiliated with this song but it is in my top songs. Please can you check it out.",2342530,2: They'll work with our team to make sure your artist page gets fixed up. Hope that clears things up /JE,Mon Nov 13 15:01:57 +0000 2017
2342529,"Thank you, I'll give it a go.",2342528,"Thanks! If there's anything we can help with from our side, feel free to give us a shout. 🙂 /JE",Mon Nov 13 15:10:52 +0000 2017
2342527,Can put Japanese album ‘YOUTH’ on Spotify please??,2342526,"Hey there. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /CB",Mon Nov 13 15:12:11 +0000 2017
2139046,iPhone X update please,2342523,"Hey there, we’re working on it as we speak. Stay tuned! /SY",Mon Nov 13 15:17:48 +0000 2017
2344093,hi any updates regarding the album lol,2344092,Hey! We just replied to your DM with more info. Check your inbox /CB,Mon Nov 13 15:30:44 +0000 2017
2344097,When I click to play a song it just skips through them all on the playlist. Like it wants to play but won’t,2344096,Thanks! Can you DM us your account's username or email address? We'll take a look backstage /JP,Mon Nov 13 15:38:44 +0000 2017
2342519,I wanna can listen my downloaded songs out of your app is it possible?,2342521,We're afraid this isn't possible as the songs you downloaded would only be saved into the Spotify app. Hope that clears things up /JE,Mon Nov 13 15:41:20 +0000 2017
2344091,"Got it haha thanks, spotify.",2344090,"No worries! If you ever need us again, just let us know. We're always here to help /CB",Mon Nov 13 15:41:30 +0000 2017
2344081,Why isn't spotify available in my country(Nepal)?Any plans to add it in future?,2344080,Hey! We're launching in new countries as often as possible. Be sure to add your email at /CP,Mon Nov 13 15:44:50 +0000 2017
2346340,listen spotify ima need y’all to make a way i can edit and tap multiple songs at a time and add them to a playlist instead of having to add them individually plz help me,2346338,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Mon Nov 13 16:12:46 +0000 2017
2346336,Someone has hacked my spotify account. My id: __email__ I have been charged today via Paypal but I cannot Access my account for it says that there is no such email in the database. I also have received and email saying that my email Access has been changed,2346334,"Hey Saul, we’re sorry to hear that. Check out for what to do next. Let us know if you have any questions /TR",Mon Nov 13 16:15:06 +0000 2017
2346333,i have a problem can anyone help please,2346332,Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB,Mon Nov 13 16:17:20 +0000 2017
2346329,Thank you! Help save my work days!,2346328,You're welcome! Just give us a shout if you need us again. 🤘 /GT,Mon Nov 13 16:20:19 +0000 2017
2869644,stop undownloading all my music i hate u,2869643,Hey! Help's here. Can you DM us account's email address? We'll take a look backstage /BD,Mon Nov 13 16:36:17 +0000 2017
2347869,Why does Spotify connect to different devices without my confirmation. I’m sitting at home connecting to my neighbors devices,2347868,"Hi Louis. Don't worry, help's here! Can you DM us your account's email address or username? We'll take a look backstage /XF",Mon Nov 13 16:50:18 +0000 2017
2306176,This is disappointing to say the least,2306178,"We're sorry you feel that way. Rest assured, we'll let the right team know it's something you'd like to see /TB",Mon Nov 13 16:51:43 +0000 2017
2347865,when i try to add a family memeber it says match the request format What is that???,2347864,Hi Jesus! Help's here. Can you DM us your accounts' email addresses? We'll take a look backstage /CP,Mon Nov 13 16:52:09 +0000 2017
2346311,"Thanks for the troubleshooting help. Logged out, rebooted, logged in. Still happening. Safari, YouTube, or Apple Music audio works right. Just wanted to report and find out if you all already know and are working on it. :)",2346313,"Sure! Just to check, have you tried reinstalling the app to see if that makes a difference? More info here: /JE",Mon Nov 13 16:53:33 +0000 2017
2347857,"Hey , what is the ETA of your new app for smart TVs running ? I'm seriously starting to consider building my own... #WebOS",2347856,"Hey Seppe! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NH",Mon Nov 13 16:54:23 +0000 2017
2349696,"This may be a randomly used function, but will there ever be an action to collate multiple playlists into one?",2349695,Hey Aaron! We'd recommend heading here to show your support for the official idea here: 🙂 /TB,Mon Nov 13 17:04:58 +0000 2017
2349676,"Hey im an artist on spotify but one of my recent tracks was put on a seperate profile on its own, could you help me move it?",2349675,"Hi Aaron! You can contact our Artist team here: If you've reached out, DM us your email and we'll chase it up /WW",Mon Nov 13 17:11:28 +0000 2017
2349662,I am signed up for concert info for the but I have not received the email with the password for the presale! Please help!!!,2349661,Hey there! We've just sent you a DM 🙂 /DF,Mon Nov 13 17:18:02 +0000 2017
2349651,I haven't received my 125 Stars for Eligible Starbucks Rewards for the 60 day premium trial.,2349650,"Hey! In 3 days after signing up, you should receive an email containing a Star Code you can redeem at /PB",Mon Nov 13 17:21:39 +0000 2017
1380844,"1.0.67.582.g19436fa3, macOS High Sierra.",1380843,Got it. Does logging out > restarting your desktop > logging back in to your account help? /DV,Mon Nov 13 17:23:11 +0000 2017
2350990,Hi when are you adding Wanna One's 1-1=0 Nothing Without you album?,2350988,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /KL",Mon Nov 13 17:46:53 +0000 2017
2321315,"I’m using a windows laptop - browsers are Chrome & Mozilla. I’ve uninstalled, reinstalled, refreshed cache etc. Nothing works! Thanks",2350981,Thanks for that info. Could you DM us your username and email address? We'll be waiting /PX,Mon Nov 13 17:55:42 +0000 2017
2352394,important issue: Why are codeine crazy and Perkies Calling not available?,2352393,Hey Mikey! We’ll have it available to you as soon as it’s available to us! Stay awesome 😁 /DQ,Mon Nov 13 18:06:40 +0000 2017
2352387,"if I get a notification or accidentally open Siri while playing music, it will cut the music off and force me to close and reopen the app so I can listen to music again (don’t have premium so idk if changing songs help the problem)",2352385,"Hey there! What iOS and Spotify version are you using? Also, does it happen with any notification or a specific one? Keep us posted /BH",Mon Nov 13 18:07:31 +0000 2017
2352384,"Sitting in my car with my 4 year old daughter listening to German Christian music, and an ad about ""healthy, happy sex"" comes on. Are you kidding me?",2352383,"Hey Aaron, we didn't mean to cause any offense. We'll pass the feedback on to the right people /TR",Mon Nov 13 18:08:52 +0000 2017
2352382,"we noticed that our new album doesn't show as related to our last release and comes up as 2 different artists, how can we get that fixed? (new) (existing)",2352381,Hey there! You can find all the info on how to work this out here: Let us know if you have any other questions /BH,Mon Nov 13 18:09:17 +0000 2017
2352372,my 12 year old has set up a Spotify account. I need it cancelling!,2352371,"Hey Victoria, help's here! Could you DM us the account's username and email address? We'll take a look backstage /DQ",Mon Nov 13 18:18:02 +0000 2017
2347859,When I am playing one of my playlists there are songs that will pop up “suggested” songs I think. If I skip I believe it’s counted in my skips as I have the free version. I am listening on an iPhone...,2347861,We understand. Right now this is part of our Free service on mobile devices. But we'll pass your feedback on to the right folks /BH,Mon Nov 13 18:21:35 +0000 2017
2318536,"Most recent version. It's not a matter of version or device, it's the way you treat the lists. For instance, the current queue can't be cleared, it's crazy. Sometimes after app reboot, it deletes itself losing everything.",2318538,"We understand. No worries, your feedback has been noted. We'll make sure to pass it on to the relevant folks /GT",Mon Nov 13 18:23:00 +0000 2017
1162286,What's this about 60 days free? How can i redeem this?,1162288,"Hi Zac! If you transferred from Groove Music Pass and is a new Spotify subscriber, you can redeem this offer. Hope this clears things up /PK",Mon Nov 13 18:24:35 +0000 2017
2353934,CAN YOU PLEASE MAKE NOTHING WITHOUT YOU AVAILABLE ALREADY I HAVE TO LISTEN TO THIS SHIT ON Y O U T U B E,2353933,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DF",Mon Nov 13 18:40:54 +0000 2017
2353930,how come I can’t search my library while offline? It’s dumb af,2353932,"1: Hi! Spotify is a digital streaming service that requires some kind of connection to use. If you're a Premium user, you can also...",Mon Nov 13 18:45:46 +0000 2017
2353927,"need some help canceling my premium subscription, I’m already in your DMs :)",2353926,"Hi David, help's arrived! We've just replied to your DM. Let's carry on chatting there /DV",Mon Nov 13 18:46:09 +0000 2017
2353929,Yeah but my library consists of stuff I’ve downloaded,2353931,Got it. Can you DM us with your account's email address? Any screenshots of what you're seeing would also be helpful. We'll check it out /WW,Mon Nov 13 19:00:18 +0000 2017
2355311,So... where's the iPhone X optimization update?,2355310,"Hey Niam, we’re working on it as we speak! If you need anything else in the meantime, just give us a shout 🙂 /BX",Mon Nov 13 19:05:11 +0000 2017
2349705,"I just tried and I’m having this same issue with chrome, after I enter my card it just spins after clicking continue button. I tried inputting another card maybe thinking it was my card but I’m having the same issue still.",2349706,We understand. Can you DM us your account's username and email address? We'll take a look backstage /TF,Mon Nov 13 19:05:33 +0000 2017
2355323,can you help my register my account with a different phone number as i am trying to use fidos offer for 6 months free and it states my account is associated with another number,2355322,"Hi Anthony, help's here! Can you DM us your account's email address? We'll take a look backstage /DV",Mon Nov 13 19:14:13 +0000 2017
2355315,My account says my subscription is about to end and my family members will lose access to Premium but I haven't requested it to end? How can I keep it going?,2355314,"Hey, we can check this out for you. Just DM us your account's username or email address and we'll take a look backstage /JP",Mon Nov 13 19:23:15 +0000 2017
2355313,"two days ago i tried to take premium membership, i payed but it didn’t work. what should i do?",2355312,"Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK",Mon Nov 13 19:27:25 +0000 2017
1380865,I just paid to keep premium & I can't log into Facebook right now is there a way I can stream?,1380864,"Hey there, that's not cool! Could you DM us your account's username or email address? We'll take a look backstage /GU",Mon Nov 13 19:49:54 +0000 2017
1380859,Oh! The instructions to change password needs to be updated. I didn't use Facebook. Thanks for the help.,1380858,You're welcome! Let us know if you need anything else. We'd be happy to help /PB,Mon Nov 13 19:55:11 +0000 2017
2358999,when will we get iPhone X support????,2358998,"Hey Akeel! We don't have any specific info to share right now, but we're working on it. Stay tuned 💚 /NG",Mon Nov 13 20:00:35 +0000 2017
2360617,"I can't find the controls on my iPhone anymore. No search, no library. What to do.",2360616,Hey Simon! What iOS and Spotify version are you using? We'll see what we can suggest /BH,Mon Nov 13 20:39:28 +0000 2017
2360629,I have an unknown device accessing my Spotify called “spotifyamb0.2.1” what should I do to make it so that the device can no longer connect???,2360628,Hi Connor! We’re sorry to hear that. Check out for what to do next /NH,Mon Nov 13 20:44:15 +0000 2017
2360607,im having a complete nightmare how can I contact you,2360611,"1: Hey Karen! You can find all channels for customer support at If you'd like, we can help here.",Mon Nov 13 20:52:57 +0000 2017
2360607,im having a complete nightmare how can I contact you,2360605,"2: Could you tell us more about what's happening? What device, operating system, and Spotify version are you using? We'll be waiting /JE",Mon Nov 13 20:53:03 +0000 2017
2360601,"Also I still wish they would bring back the ability to shuffle all the songs in a folder, across multiple playlists.",2360603,"1: Hey Rick, that sounds like a great idea. Suggest it in our Community at and get support from other users.",Mon Nov 13 20:57:35 +0000 2017
2346316,Thank you! :),2346317,"Sure! If there's anything else, we're just a tweet away. 🙂 /JE",Mon Nov 13 20:57:55 +0000 2017
2361935,how do I change my contact email address to be able to change the payment details with access to my old email account ?,2361934,"Hey Simon, help's here! Could you DM us your username and email address to your account? We'll take a closer look /JQ",Mon Nov 13 21:00:20 +0000 2017
2361931,"Yo , can you please add “Turnover Chain” to your music lineup? Thanks.",2361930,Hi. We’ll have it available to you once it’s available to us! More info at Let us know if you have questions /XF,Mon Nov 13 21:02:59 +0000 2017
2361921,Free desktop version lose the shuffle function for only the songs of that artist you are listening to? Mine is skipping to various artists instead of just the one.,2361919,Hi Aaron! The Free version shuffles to similar tracks from other artists to what you're playing. More info here: /LS,Mon Nov 13 21:08:14 +0000 2017
2360606,Thanks I've managed to sort it but What a nightmare x,2360608,"Glad to hear everything's back to normal! If you need help in the future, feel free to drop us a tweet. 🙂 /JE",Mon Nov 13 21:09:25 +0000 2017
2360600,“Low usage?” Sigh. Has more votes than all but one of the ideas you just implemented! Paying for an app and having a feature removed is sad.,2360602,We hear you! Rest assured that we're passing on all feedback about this. We'll make sure to keep everybody posted for updates /NG,Mon Nov 13 21:18:43 +0000 2017
2361908,Thank you so much for responding. I’ll be patient and I look forward to it ultimately happening. You guys are the best.,2361907,"You're welcome! If you have other questions, you can always reach us here. Have a great day 😁 /SY",Mon Nov 13 21:19:44 +0000 2017
2361904,my card got charged $10.81 this month when I’m on the $4.99 student plan 🙄,2361903,"Hey Lindsay, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK",Mon Nov 13 21:27:41 +0000 2017
2363339,hello i must have put wrong address when i joined my family plan and now the buyer of the family plan reinvited me and i tryed writing right and wrong addresses and still i get this error 3 - Oops something went wrong.... My spotify name Milda Banevičiūtė,2363338,Hi Milda! Can you DM us your account's email address? We'll lend a hand🙂 /CM,Mon Nov 13 21:32:09 +0000 2017
2363294,give me back Ween's Live In Chicago you fucking thieves,2363293,Hey Jeff! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /TB,Mon Nov 13 21:35:07 +0000 2017
2363327,"Just having some trouble with my spotify account email, can I get some help please!",2363326,"Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK",Mon Nov 13 21:35:13 +0000 2017
2363324,Damnit make it so we can go back and save a weekly playlist. Sometimes forget to save songs than by Monday they are gone.,2363322,Hey there! We'll gladly let the right folks know it's something you'd like to see. Let us know if anything else comes up /BH,Mon Nov 13 21:35:23 +0000 2017
2363303,is there a way to save an album but not have every track in the album in your saved songs?,2363302,"Hey Grant! You should be able to pick and choose individual songs from any album to save to Your Music. Any questions, give us a shout /TF",Mon Nov 13 21:37:40 +0000 2017
2358979,"iPhone 6, iOS 11.1",2358981,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Mon Nov 13 21:42:31 +0000 2017
2363296,Hopefully soon. Thanks so much 💕💕,2363295,No worries! We're just a tweet away if there's anything else 🙂 /NJ,Mon Nov 13 21:46:14 +0000 2017
2363282,family premium invite fails over and over again,2363281,Hi Geoff! We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /TB,Mon Nov 13 21:49:46 +0000 2017
2363279,Hi there! I'm looking for a guide to prevent Spotify updates on my Galaxy S7 Edge. Any tips? (So that I don't loose all my locally downloaded music every couple days...) Thanks!,2363280,1: Hey Mac! Sorry to hear that. An app update shouldn't cause this. Check out the steps under...,Mon Nov 13 21:50:24 +0000 2017
2363263,Still patiently waiting for Lemonade to be on Spotify 🙃,2363262,"Hey Brayden, we understand! We're still working on it and hope to have it available soon. If you need anything else, just shout /JX",Mon Nov 13 21:56:47 +0000 2017
2363261,Would you say it is possible to implement a pure black / black and white theme specifically designed to take advantage of OLEDs? A lot of people would probably love having this feature.,2363260,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,Mon Nov 13 21:57:20 +0000 2017
2364786,unable to access my premium account via Facebook or email upon phone change. I can't reset it or do anything. Please help.,2364785,"Hey Melissa, that's not cool! Can you DM us your account's username and email address? We'll take a look backstage /JX",Mon Nov 13 21:59:01 +0000 2017
2364841,why does my spotify casually pause itself all the time im just trying to listen to suran but every few seconds it pauses whats ur issue,2364840,Hey! Help's here. Can you let us know the device and operating system you’re using? We'll see what we can suggest /PK,Mon Nov 13 22:00:31 +0000 2017
2364839,"Hi, I have subscribed to premium and my account was debited £9.99 on 4 Nov but in the app I can only use free. I've tried logging in & out. It's very annoying. Can you help please. Thanks",2364837,"Hi Dan, we'd be happy to help! Can you DM us your account's username and email address? We'll check it out backstage /WW",Mon Nov 13 22:00:58 +0000 2017
2364816,Why isn't Guinevere by Eli Young Band on Spotify anymore??? That's one of my favs!,2364815,Hey! Sometimes content gets removed due to licensing changes. Hopefully we'll have it available again soon. /AR,Mon Nov 13 22:02:09 +0000 2017
2364830,Hi! Plans to update for the iPhone X screen?,2364829,We understand - we’re working on it as we speak. Stay tuned! /DF,Mon Nov 13 22:04:52 +0000 2017
2364828,how can I get in touch with you over an account problem please #hopeful,2364824,"Hey Micaela! Don’t worry, we can help right here. What’s happening exactly? Can you DM us your account's username and email address? /TR",Mon Nov 13 22:05:52 +0000 2017
2364823,Hey when u gonna update ur app to look decent on the iPhone X,2364821,Hey Kameron! We hear you - we’re working on it as we speak. Stay tuned! /TB,Mon Nov 13 22:06:01 +0000 2017
2364818,is there a way to block explicit songs from random playlists. I can’t listen to these at work.,2364817,"Hey there, we hear you! To help make it happen, we’d recommend showing your support for the idea here: /KL",Mon Nov 13 22:08:37 +0000 2017
2364812,why did it charge me when it started a free trial? Got spotify today and it said i would get a free trail.,2364811,"Hi Emilie, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR",Mon Nov 13 22:09:41 +0000 2017
2364800,"hi, is there any setting so that when a device is playing music and then a 2nd/ 3rd device etc, don't interrupt each other? All on the same account",2364801,"1: Hi there! As Spotify is intended for personal use, we're afraid it's not possible to stream music simultaneously on multiple...",Mon Nov 13 22:11:41 +0000 2017
2363323,"Ya, those 5 songs I really wanted to save from last week but can’t find now. Ha",2363325,"We understand! Fingers crossed you'll find them again soon. If you need us again, just give us a shout. We're here around the clock 🙂 /BH",Mon Nov 13 22:13:53 +0000 2017
2364766,Windows 10 on desktop,2364765,Thanks. Can you also tell us what version of the Spotify app you have installed? We'll see what we can suggest /JU,Mon Nov 13 22:19:17 +0000 2017
2364796,"Suddenly I lost all my Playlists, saved albums and songs etc. I don't know if I my account have been compromised. I did reset my password and logged out of all devices. Can you bring back my library?",2364795,Hey Benjamin! We've already replied to your DM. Check your inbox to find our response /CH,Mon Nov 13 22:20:36 +0000 2017
2364794,I wish I could create a label profile on and put all our artists on one page. :),2364793,Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: /PC,Mon Nov 13 22:21:47 +0000 2017
2364792,"I try to get hulu premium with my student spotify premium account and get ""We’re having trouble authorizing your account with Spotify. Please contact Spotify support to help resolve this issue."" I only stay with Spotify for Hulu at this point, but it won't work.",2364791,Hey there! Could you DM us your account's username or email address? We'll take a look backstage /LS,Mon Nov 13 22:22:13 +0000 2017
2349678,The situation has been fixed.,2349680,We've just sent you a DM 🙂 /JX,Mon Nov 13 22:33:07 +0000 2017
2364776,"is a legitimate Spotify platform? If so, how does the fundraising work? Thanks!",2364774,Hi Nadia! The fundraising page is genuine. You can suggest a project here: to help out. Let us know how it goes /HR,Mon Nov 13 22:35:34 +0000 2017
2364773,i recently tried to play music on my HP Chromebook and its not letting me pick a song. Even when i use my phone as a remote it connects fine but it still wont let me pick a song. What should i do??,2364772,Hi Alysia! Can you send us a DM with your username or email address? We'll take a look under the hood /HR,Mon Nov 13 22:36:00 +0000 2017
2364762,"i wonder if spotify will be launched in Tunisia, is there any plans for that?",2364761,Hey there! We're launching in new countries as often as possible. Be sure to add your email at /LO,Mon Nov 13 22:37:30 +0000 2017
2364750,"really doesn’t want me to get this student discount. I’ve uploaded my student ID, current schedule, and transcript and been denied three times. Like wtf? I’m just trying to save money.",2364749,Hey Heath! Can you DM us your account's username and email address? We'll take a look behind the scenes /JL,Mon Nov 13 22:42:41 +0000 2017
2353918,"iPhone for myself, Android for the ladies in house.",2353919,Thanks! What's the Spotify version you're using on your iPhone? Try restarting it by holding Home + Lock for 10 seconds. Does that help? /LD,Mon Nov 13 22:45:31 +0000 2017
2366374,Do Private Sessions affect what Spotify chooses for your Discover Weekly playlist?,2366373,Hey Ryan! Your streams while on Private Session won't count towards your recommendations like your Discover Weekly playlist /CX,Mon Nov 13 22:59:12 +0000 2017
2364778,"Somehow I got the app into a state where the bottom nav wasn’t loading. Closed and reopened and all is well. I’m extremely sleepy, sorry",2364780,No problem. Glad to hear that it's working fine now. We're just a tweet away if you need anything else 🙂 /CX,Mon Nov 13 23:01:16 +0000 2017
2363320,Pass a P45 or whatever the equivalent is onto them and hire folks that can get a damn update out on time #raging,2363321,Rest assured that our devs are already looking into this. We'll keep everyone posted once we have updates /JU,Mon Nov 13 23:01:23 +0000 2017
2360609,Thank you x,2360610,"No worries! We're glad we could help out. If you ever need anything else, just shout and we'll come running 🏃 /DF",Mon Nov 13 23:05:34 +0000 2017
2366359,I hate that you don't let us search through old discover weekly playlists. 🙄,2366358,"Hey there! To help make this happen, we'd suggest adding your vote to the idea at /NS",Mon Nov 13 23:12:55 +0000 2017
2366361,"You have the license, you don't post the pods as soon as they're available, so I'm paying $9.99 a month to wait hours for a podcast I could listen to immediately and for free on 4 other platforms. Podcasts are the main reason I use Spotify, so I need to know if I'm wasting my $$.",2366363,"We hear you, Ash. Your feedback has been noted and passed onto the team 👊🏼 /DF",Mon Nov 13 23:27:04 +0000 2017
2368032,"please add a ""clear cache"" feature",2368031,Hey! We can see how that'd be useful. Suggest the idea in our Community at and get support from other users /TB,Mon Nov 13 23:34:25 +0000 2017
2368028,Hello! Having some trouble accepting a family premium invitation. Can you please help?,2368027,"Hi Sarah, help's here! Could you DM us yours & the Premium for Family plan owner's username and email address? We'll take a closer look /JQ",Mon Nov 13 23:38:35 +0000 2017
2368021,How can I unlink my spotify account from Facebook?,2368019,"Hey Tim, help's here! Could you DM us your username and email address? We'll take a closer look /JQ",Mon Nov 13 23:41:27 +0000 2017
2368016,I want to give you my business. I want to PAY you! Please help with my issue. Thank you.,2368015,Hi there! We'd suggest deleting the screenshot you sent as it has your private info. Can you DM us your account's email address instead? /KC,Mon Nov 13 23:42:58 +0000 2017
2369726,I need to switch payment options and it’s way more difficult than it should be. Please help thanks,2369725,Hi Charlie! The cavalry's here. Can you DM us your account's email address? We'll take a look backstage /DD,Mon Nov 13 23:46:34 +0000 2017
2369724,should add Jeff Allen’s- Raised On Gettin’ By album.,2369723,Hey there! Can you DM us your account's email address? We'll take a look /RB,Mon Nov 13 23:46:37 +0000 2017
2369719,Apparently there is no customer support unless you have an account,2369718,"Hey Diana, help's here! Can you DM us any email addresses you have? We'll check things out /KC",Mon Nov 13 23:51:42 +0000 2017
2369714,... months without asking or prompting a change. THATS SO UNFAIR. I WAS PAYING FOR THIS UNKNOWINGLY... REFUND MY MONEY. 😡😡😡,2369713,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,Mon Nov 13 23:58:59 +0000 2017
2706976,"today I had to reactivate my Spotify + Hulu student discount and when I try to activate it on Hulu I'm getting the error message ""We’re having trouble authorizing your account with Spotify. Please contact Spotify support to help resolve this issue.""",2706977,Thanks! Could you also send us a full screenshot of the error message you're getting? We'll dig deeper /KB,Mon Nov 20 00:01:31 +0000 2017
472554,when is the streaming app for Apple Watch going to be released? Waiting patiently,472555,"Hi, help's here! We don't have any info on this right now. Check out the official idea and add your vote to let our devs know it's something you'd like to see: Let us know if we can help with anything else /BE",Mon Nov 20 00:03:25 +0000 2017
2707743,"Hey , any help on why the month's free trial of Premium has lasted a week?",2707742,Hey Jack! Can you DM us your account's email address or username? We'll take a look backstage /AR,Mon Nov 20 00:13:55 +0000 2017
2707733,I am having trouble logging into my account. It says I my e-mail is not associated with an account.... but I pay for premium. Please help!,2707732,Hey Kristen! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA,Mon Nov 20 00:25:28 +0000 2017
2708577,"Hello, I was suddenly logged out of my account today and am now unable to reset my password. My username is hannahbellbarnes and my email is __email__",2708576,Hey Hannah! We’re sorry to hear that. Check out for what to do next /CH,Mon Nov 20 00:43:57 +0000 2017
2709292,"mfw trying to upgrade to premium but my American credit card is ""from a non-Spotify country"" so I can't use it. Uhhhmmm.... Y'all got any ideas? I live in JP right now.",2709291,Hey there! Can you DM us your account's email address or username? We'll take a look backstage /AR,Mon Nov 20 00:59:52 +0000 2017
2709286,stop ruining my playlists with recommendations please & thank you,2709285,Hey there! Thank you for the feedback. We'll pass it on to the corresponding team. Let us know if you need anything else /LF,Mon Nov 20 01:08:36 +0000 2017
2707030,Omg???? It's perfect. Thank you!,2707031,The pleasure was ours. Just give us a shout if you need anything else. We're... /JU,Mon Nov 20 01:09:06 +0000 2017
2709280,Thank you! I reset my phone and they were all back,2709279,No worries! Let us know if you ever need us again. We'd be... /MG,Mon Nov 20 01:10:26 +0000 2017
2709278,How is your app still not optimized for the iPhone X?,2709277,Hey Nate! We understand - we’re working on it as we speak. Stay tuned 🙂 /RA,Mon Nov 20 01:11:00 +0000 2017
2709271,"hello , saya sudah mencoba purchase ulang akun premium baik itu Premium, Student saya coba juga... namun ketika sudah klik lanjutkan muncul notif seperti ini saya sudah mencoba utk pakai 2 nomor CC yang berbeda namun keduanya tetap seperti ini. Mohon solusi. Tks",2709270,"Hey there! We can help out in English via Twitter, but we also have Bahasa support via email at /MT",Mon Nov 20 01:16:07 +0000 2017
2709249,"Hmmm, my word selection was bad. What I mean is that the recommendations I got the last few months are never for songs I enjoy.",2709248,"Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week! Let us know how it goes /LF",Mon Nov 20 01:24:57 +0000 2017
2710075,when my name is searched on spotify it comes up twice and one of them has nothing on it. Why is that?,2710074,"Hey, help's here! Can you DM us your account's email address? We'll take a closer look /BE",Mon Nov 20 01:42:33 +0000 2017
2710069,my Spotify is saying I need to pay for my premium but it’s already taken the money out of my bank?,2710068,Hey Megan! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG,Mon Nov 20 01:51:32 +0000 2017
2711041,can we have this layout for all playlists?? i love it!!,2711040,Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /JS,Mon Nov 20 02:01:52 +0000 2017
