customer_text,historical_agent_reply,gold_intent,gold_escalate,gold_escalation_reason
here’s a suggestion - can you add a feature to allow shuffling of full albums in a playlist? (rather than shuffle songs only),Hey there! We can see how this can be handy. Be sure to add your thoughts here: /MG,feature_request,False,common_issue_known_resolution:feature_request
it would be great if you could add Rammsteins waidmanns heil back on Spotify.,Hey there! What country is your account set to? We'll check things out /AY,feature_request,False,common_issue_known_resolution:feature_request
Feature Request: Make it easy to separate singles from albums in new releases.,Hey Gary! That's a cool idea. Be sure to show your support by voting for it here: /PY,feature_request,False,common_issue_known_resolution:feature_request
can you please add a feature to easily view song lyrics within phone app? 😀,"We hear you, Christine! At the moment, we'd recommend showing your support here: Hope this helps 🙂 /DR",feature_request,False,common_issue_known_resolution:feature_request
Hey feature request. A button that stops Christmas songs playing before 1st December. Thanks.,We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,feature_request,False,common_issue_known_resolution:feature_request
Basically I just wish you would update the iOS app for the iPhone X 🤗,"Got it. We appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",feature_request,False,common_issue_known_resolution:feature_request
Wish you could block songs on Spotify,Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /KC,feature_request,False,common_issue_known_resolution:feature_request
please add this to Guilty Pleasures presents: Heartthrobs.,"Hey! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /TB",feature_request,False,common_issue_known_resolution:feature_request
"please add a ""clear cache"" feature",Hey! We can see how that'd be useful. Suggest the idea in our Community at and get support from other users /TB,feature_request,False,common_issue_known_resolution:feature_request
just a suggestion: cam you let non-premium members at least finish every song on an album before any other songs play? It's kinda annoying when i want to binge an album. :(,"Hi Rayne, we hear you! Right now, Suggested Tracks can pop up at any point if you're on Free, but we'll pass your feedback on. If you haven't tried Premium, check out our new, exciting deals at 🎁 /TK",feature_request,False,common_issue_known_resolution:feature_request
"Please add the ""explicit"" tag to the following song spotify:track:021txSheRym293iUdf6vPZ at 50 seconds in is the F word","Hey, we hear you! To help make it happen, we’d recommend showing your support for the idea here: /RB",feature_request,False,common_issue_known_resolution:feature_request
"Feature request: On your CarPlay app, please add a ""add to library"" button On your regular app, please bring Alexa integration. :)",Hi Robert! We can see how that'd be useful. Suggest it in our Community at and get support from other users /AU,feature_request,False,common_issue_known_resolution:feature_request
how do I reset my Discover Weekly? I saved a few Latino songs and now that is all that is showing up in my playlist!,"1: Hey! We're afraid that's not possible, but it's based on what you, and others like you, are listening to. Hopefully it’s more...",general_complaint,False,common_issue_known_resolution:general_complaint
why when I select a specific album to listen to most the songs are ‘recommended’ and not from the album at all ?,"Hey there! Just to check, is your Spotify account currently on Free or on Premium? /LM",general_complaint,False,common_issue_known_resolution:general_complaint
I know and I've uninstalled and reinstalled Spotify twice and nothing has solved the problem,"Hmm. Is this happening over WiFi, mobile data, or offline mode? We'll dig deeper 🔍 /JE",general_complaint,False,common_issue_known_resolution:general_complaint
you came with it this week for my discover weekly. Not as much on the discover but went hard on that 🔥🔥🔥. Job well done.,Hi Chris! Glad to hear you liked your Discover Weekly. Keep listening to more of your favourite tunes. This will mix things up /PL,general_complaint,False,common_issue_known_resolution:general_complaint
"hey ! My ""New Albums and Singles"" section has not been updated today! It usually is updated every Friday. Do you know what could be the problem? I need my weekly fix of new releases!","Hi Anita, help's here! Can you let us know the device you're using, its operating system, and Spotify version? We'll see what we can suggest /NY",general_complaint,False,common_issue_known_resolution:general_complaint
"hi help pls, every time I️ try to update my payment details for premium, it makes me register for the student discount & I’m not a student, so it gets rejected every time and then my card details aren’t saved. 😒 (also why don’t y’all have a phone support line)",2: send us a DM with your account's email address or username? We'll take a look backstage /LO,billing_subscription,True,needs_account_verification:billing_subscription
How about non students !? ☹,Hey! Could you DM us your account's email address or username? We'll see what we can suggest /AY,general_complaint,True,too_vague_to_act_on
how dare you include Pentatonix in a recommended playlist for me. I will drink toilet water before I willingly listen to a cappella,Hey Bianca! Can you send us a link to this playlist? We'll check things out /CH,general_complaint,False,common_issue_known_resolution:general_complaint
"Since I updated my iPhone to iOS 11.0.3, shuffle doesn’t work when I’m Bluetooth connected in my 2015 Mazda 6. Is there a fix?","Hi Michael! Don't worry, help's here. Can you let us know the Spotify version you're using? We'll see what we can suggest /MT",general_complaint,False,common_issue_known_resolution:general_complaint
"I am constantly shown their power of hacking even if its just subtle enough & transparent enough to show there is a presence lurking, like randomly playing a playlist on my spotify I didnt play.. odd",Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC,general_complaint,False,common_issue_known_resolution:general_complaint
Hi. I don't get it. Why can't I pay P9 using Smart or Globe?,Hey Ian! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB,general_complaint,False,common_issue_known_resolution:general_complaint
how do i make it so you dont put marroon 5 in my release radar is there a way to block maroon 5 from my spotify,"Hey! We're afraid this is not possible at the moment. To help make this happen, you can vote for the idea here: /LO",general_complaint,False,common_issue_known_resolution:general_complaint
Yep. No help.,"Thanks for checking. In this case, it'd be best to try restarting your router. Let us know how it goes /RK",general_complaint,True,too_vague_to_act_on
When I used my friends & dads account it allowed me to listen to music that wasn’t downloaded (they have premium). When I’m in the car & go to choose a song I don’t have saved/downloaded it automatically stops around 10 seconds ...,We hear you. We're afraid the Spotify app is designed to only play songs offline if they've been downloaded first. Let us know if you need anything else /TR,general_complaint,False,common_issue_known_resolution:general_complaint
"Dear : in the new iOS beta if i remove my headphones while playing music, that music continues to play rather than pausing. Just fyi.","Hey Patrick! We don't officially support iOS beta, but we appreciate the feedback. We'll be sure to pass it on to the right team /AR",general_complaint,False,common_issue_known_resolution:general_complaint
"hello, any news on Spotify in Russia? at least tell me you are not giving it up for good, please.","Hey there! Don't worry, we're launching regularly in countries around the world. Sign up here to be first to hear: /LO",general_complaint,False,common_issue_known_resolution:general_complaint
Unable to signup to premium with PayPal. What else is good?,Hey Adam! Can you DM us your account's username or email address? We'll check backstage /NG,general_complaint,False,common_issue_known_resolution:general_complaint
@ spotify see u in court sweaty :),Hi Mena! Can you tell us what's happening exactly? We'd be glad to help you out /RR,general_complaint,False,common_issue_known_resolution:general_complaint
I've been having issues connecting to the Desktop App at work. Can you help me with this?,Hi Andrea! Help's here. Can you tell us more about what's happening? We'll see what we can suggest /CP,general_complaint,False,common_issue_known_resolution:general_complaint
hey I have a question.,Hey Thomas! The cavalry's here. How can we help you today? Can you tell us more about what's going on? We'll see what we can suggest /PK,general_complaint,True,too_vague_to_act_on
I was using spotify premium and i cancelled it a month back. I got an offer yesterday saying that i can use spotify premium free for 3 months. I subscribed to that and they charged without letting me know.,Hey Alan! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG,billing_subscription,True,needs_account_verification:billing_subscription
"Okay why is EXID's Full Moon still not available to listen to, but Monsta X's stuff was available immediately (released on the same day as EXID)? asking the hard questions with this increase in character abilities. (ps love monsta x)","Hey there! Fingers crossed we'll be able to have it soon, but there's more info about Spotify content here: /CH",general_complaint,False,common_issue_known_resolution:general_complaint
not working in samsung tv. Any known issues. Every other app is working perfect.,"Hi Will! As we look to improve the overall Spotify experience, we are removing the app from Samsung TV: /MG",general_complaint,False,common_issue_known_resolution:general_complaint
merhabalar ben Premium üyelik aldım velakin para çekilmesine rağmen üyeliğim tanımlanmadı yardımcı olursanız,"Hi Mehmet! We can help out in English via Twitter, but we also have Turkish support via email at /MU",general_complaint,False,common_issue_known_resolution:general_complaint
Hello there how about adding #AllNight by and on Today's Top Hits playlist? It's the highest charting music release today on US itunes and holds number #6 atm! Let people hear this amazing song.,"Hey! Thanks for the feedback. Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /CP",general_complaint,False,common_issue_known_resolution:general_complaint
What's up with your site today? It's kicking me off every two minutes. Please Send Halp.,"Hey, that doesn't sound right. Are you getting any error messages? If so, a screenshot would be helpful. We'll take a look backstage /JE",general_complaint,False,common_issue_known_resolution:general_complaint
Is it possible to have the BBC live version of Harry Styles' Girl Crush on ? HAHA who doesn't want it? Seriously?,"Hey there! We’d love to have all of his stuff available, but we have some info about content here: /GK",general_complaint,False,common_issue_known_resolution:general_complaint
accidentally revoked a 3rd party app and i can’t re-gain access to it. how do i gain access to it again??,Hey there! Can you let us know which third-party app you're referring to? We'll see what we can suggest /PB,general_complaint,False,common_issue_known_resolution:general_complaint
"time to update the app for the iPhone X. Come on now, get busy wit it!","Hey Adrian! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU",general_complaint,False,common_issue_known_resolution:general_complaint
why you fucking with my jams,"Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG",general_complaint,True,too_vague_to_act_on
"My Google Cast devices are working great, that's not the problem. I want to remove an old Spotify Connect speaker. Thanks",2: at Let us know how it goes /SJ,praise_other,False,common_issue_known_resolution:praise_other
So when is #PerfectVelvet album going to be available? Thanks.,Hi there! We’ll have it available to you as soon as it’s available to us. /NH,praise_other,False,common_issue_known_resolution:praise_other
"iPhone 7, iOS 11.0.3 and Spotify version 8.4.22 thank you :)",Thanks. Could you try logging out > restarting your phone > logging back in? Let us know if that makes a difference /RH,praise_other,False,common_issue_known_resolution:praise_other
:(( okay. thank you anyways,No worries! Let us know if you ever need us again. We'd be... /MG,praise_other,False,common_issue_known_resolution:praise_other
It’s ok i found a work around when I didn’t hear back within a few hours. Thanks anyway,"Nice! We're glad it's working now. Let us know if you need anything else, we'll be right here /RV",praise_other,False,common_issue_known_resolution:praise_other
"Thank you, I'll do just that.","You're welcome! If you ever need us with anything else, just give us a... 🙂 /AR",praise_other,False,common_issue_known_resolution:praise_other
Me too thanks pls fix,"Hey TJ! We're here to help. Can you let us know what device, operating system, and version of Spotify you're using? /AN",praise_other,False,common_issue_known_resolution:praise_other
thank you for clearing that up!,You're welcome! Let us know if you ever need us again. We'd be... 😁 /JM,praise_other,False,common_issue_known_resolution:praise_other
Thanks for getting back to me. A staggering 9327 at the minute...,Got it! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: Hope this helps /PL,praise_other,False,common_issue_known_resolution:praise_other
"hey guys, i want to add a playlist i made to our artist page but can't find it? Does it take a certain time to show? thanks x","Hi, help's here! This handy FAQ should help you out with this: Let us know how you get on 🙂 /T",general_complaint,False,common_issue_known_resolution:general_complaint
"She was part of my family group but not now, I’m the owner of the account my name should be there. Thanks in advance! Hope you can help me",Thanks. Can you confirm your account's email address or username via DM? We'll take a look backstage /GT,general_complaint,False,common_issue_known_resolution:general_complaint
"I don't know who the right team is, but thanks. My hearing is not dealing at all well with this issue.","Sorry to hear you feel that way. Not to worry, we'll be sure to feedback! If you need anything else, let us know /RA",general_complaint,False,common_issue_known_resolution:general_complaint
"Thanks, I think part of the problem might be iOS. Could have sworn I updated my phone last night but I may require another. Spotify is version 8.4.27",Got it. Can you try logging out > restarting your phone > logging back in? Let us know if that makes a difference /RH,general_complaint,False,common_issue_known_resolution:general_complaint
I have an Apple Watch. we all love you. We rely on your app for workouts and our daily lives. Where’s the damn Spotify Watch app???,Hi! Check out the official idea and add your vote to let our devs know it's something you'd like to see: /GT,praise_other,False,common_issue_known_resolution:praise_other
I've just sent a reply if you could check thanks,Hey Jody! We've just replied to your DM. We'll carry on chatting there 🙂 /Q,praise_other,False,common_issue_known_resolution:praise_other
"Well, thanks. Guess that's the best I can expect. Have a good day!","Give us a shout if you need us again, and we'll come running 🏃 /MA",praise_other,False,common_issue_known_resolution:praise_other
"Hello, Is there any estimate of when the iOS app will be updated for the iPhone X screen? Thanks in advance!",Hi there. We understand - we’re working on it as we speak. Stay tuned! /JM,praise_other,False,common_issue_known_resolution:praise_other
Just had a really great customer experience with the service in Germany. These guys are fast! Thanks,"Thanks for the kind words! If you need us again, you know where to find us. Keep on rocking and 😉 /RC",praise_other,False,common_issue_known_resolution:praise_other
I just did that and restarted my phone and it started working! Thank you :),You're welcome! Give us a shout if the app ever misbehaves again. We'll be... /DV,praise_other,False,common_issue_known_resolution:praise_other
Thank you for the info!,You're welcome! Let us know if you ever need us again. We'd be... 🙂 /NS,praise_other,False,common_issue_known_resolution:praise_other
Appreciate it.,"No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF",praise_other,False,common_issue_known_resolution:praise_other
I find discriminatory that only college students have a 50% discount. Could it not be extended to high school students as well? Thank you!,"Hey, we hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /K",praise_other,False,common_issue_known_resolution:praise_other
Oh okay thank you☺️,Anytime! Feel free to send a tweet our way if you need help with anything else 😁 /JI,praise_other,False,common_issue_known_resolution:praise_other
Thanks LO sorry if I sounded rude I didn’t mean it,"No worries. If you ever need us again, just give us a shout. /LO",praise_other,False,common_issue_known_resolution:praise_other
"dear spotify, bagaimana ya caranya menampilkan lyric di spotify android? Thanks","Hey! We can help out in English via Twitter, but we also have Bahasa support via email at /DF",praise_other,False,common_issue_known_resolution:praise_other
Thank you for the clarification. 😁,"No problem! If you ever need help with anything else, you know where to find us /QI",praise_other,False,common_issue_known_resolution:praise_other
Oh yes! Thank you!,You're welcome! Give us a shout if there's anything else we can do for you /DV,praise_other,False,common_issue_known_resolution:praise_other
Thank you! I'll definitely check the voting thing out. I really appreciate the response to my nitpicky critiques.,"You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /JX",praise_other,False,common_issue_known_resolution:praise_other
I think this fixed it? Thanks KB,Awesome! Just give us a shout if the problem persists. We're... /JQ,praise_other,False,common_issue_known_resolution:praise_other
I’ll be waiting till next Friday hoping for some ear porn. Thanks for chatting,"No worries! If you ever need us again, just shout 🙂 /MQ",praise_other,False,common_issue_known_resolution:praise_other
